Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2024/3/19, 13:58:48, 65175.3, 65498.5, 65079.9, 65353.9, 53505232, 80000, 24720892, 28784340
2024/3/19, 14:17:31, 65353.9, 65361.6, 64724.0, 64759.4, 54721184, 80000, 30471778, 24249420
2024/3/19, 14:38:03, 64759.4, 64947.2, 64640.5, 64898.0, 50754756, 80000, 24857744, 25897008
2024/3/19, 14:53:19, 64898.0, 65034.0, 64315.0, 64384.9, 63292804, 80000, 40159288, 23133526
2024/3/19, 15:04:01, 64384.9, 64537.2, 64214.6, 64230.0, 77834224, 80000, 46848040, 30986208
2024/3/19, 15:09:13, 64230.0, 64343.4, 63981.3, 64087.0, 71482032, 80000, 43065012, 28417012
2024/3/19, 15:13:07, 64087.0, 64148.7, 63700.0, 63709.2, 75228000, 80000, 45571160, 29656848
2024/3/19, 15:17:18, 63709.2, 64289.4, 63625.0, 64288.0, 71996104, 80000, 30518446, 41477656
2024/3/19, 15:21:31, 64288.0, 64600.0, 64184.8, 64463.7, 72292840, 80000, 31450980, 40841852
2024/3/19, 15:29:44, 64463.7, 64555.2, 64168.0, 64299.1, 53640292, 80000, 25948144, 27692152
2024/3/19, 15:45:13, 64299.1, 64787.6, 64257.1, 64568.1, 59017192, 80000, 26256860, 32760352
2024/3/19, 16:01:16, 64568.1, 64628.4, 64101.7, 64126.1, 63497404, 80000, 32843346, 30654056
2024/3/19, 16:19:03, 64126.1, 64188.0, 63711.0, 63722.3, 64805276, 80000, 34607484, 30197768
2024/3/19, 16:27:57, 63722.3, 64073.4, 63525.6, 64069.3, 73107736, 80000, 32550196, 40557524
2024/3/19, 16:33:40, 64069.3, 64221.3, 63621.0, 63680.9, 61452332, 80000, 30791888, 30660420
2024/3/19, 16:45:05, 63680.9, 63810.1, 63400.2, 63667.6, 62215384, 80000, 35811828, 26403564
2024/3/19, 16:51:08, 63667.6, 63767.4, 63150.0, 63351.4, 69187600, 80000, 38920912, 30266678
2024/3/19, 16:57:28, 63351.4, 63769.5, 63318.8, 63489.1, 72052064, 80000, 29843064, 42208992
2024/3/19, 17:05:08, 63489.1, 63489.2, 63055.0, 63102.4, 70803184, 80000, 38691552, 32111644
2024/3/19, 17:11:14, 63102.4, 63920.3, 63050.0, 63624.1, 82252592, 80000, 36093488, 46159112
2024/3/19, 17:15:57, 63624.1, 64103.4, 63468.4, 63794.3, 73062528, 80000, 35324384, 37738140
2024/3/19, 17:21:44, 63794.3, 63944.9, 63600.0, 63900.0, 54793084, 80000, 25930814, 28862256
